1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
633	-0.233047	190.801755	0.005318	3.3
634	-0.013559	190.645956	0.001761	2.7
635	-0.111840	190.490495	0.011445	2.6
636	-0.049617	190.335373	0.007260	2.6
637	-0.009901	190.180587	0.004046	2.5
638	-0.207879	190.026136	0.012454	2.5
639	-0.375625	189.872019	0.011503	2.8
640	-0.601878	189.718235	0.012692	3.0
641	-0.006122	189.564782	0.002599	2.6
642	-0.453094	189.411661	0.007953	2.6
643	-0.010909	189.258868	0.003506	2.6
644	-0.296377	189.106404	0.008897	2.6
645	-0.171735	188.954267	0.007045	2.6
646	-0.478982	188.802456	0.006432	3.2
647	-0.304830	188.650969	0.006277	2.6
648	-0.268964	188.499807	0.004811	2.6
649	-0.671818	188.348967	0.009686	2.7
650	-0.059064	188.198448	0.002645	2.5
651	-0.067911	188.048250	0.005527	2.7
652	-0.163355	187.898371	0.010921	3.2
653	-0.272661	187.748810	0.009663	2.6
654	-0.039763	187.599566	0.007996	2.5
655	-0.061506	187.450638	0.004634	2.6
656	-0.002965	187.302025	0.001639	2.6
657	-0.020799	187.153725	0.004001	2.5
658	-0.554282	187.005739	0.012666	3.2
659	-0.002122	186.858064	0.000770	2.5
660	-0.043249	186.710699	0.006754	2.6
661	-0.081656	186.563645	0.010756	2.5
662	-0.046639	186.416898	0.005738	2.5
663	-0.008521	186.270459	0.001132	2.5
664	-0.074888	186.124326	0.010236	3.3
665	-0.393648	185.978499	0.006195	2.7
666	-0.003318	185.832976	0.000985	2.6
667	-0.061256	185.687756	0.008167	2.6
668	-0.229834	185.542838	0.010533	2.6
669	-0.339991	185.398222	0.011327	2.6
670	-0.311278	185.253906	0.007164	3.2
671	-0.071133	185.109889	0.011912	2.8
672	-0.069706	184.966170	0.010028	2.8
673	-0.398847	184.822748	0.005290	2.5
674	-0.035172	184.679623	0.006439	2.6
675	-0.327902	184.536792	0.008466	2.6
676	-0.320849	184.394256	0.015606	3.5
677	-0.048560	184.252013	0.007001	2.8
678	-0.238334	184.110062	0.008530	2.9
679	-0.395051	183.968403	0.009614	2.8
680	-0.020736	183.827034	0.004618	2.6
681	-0.331212	183.685954	0.008048	2.6
682	-0.220888	183.545163	0.005241	3.4
683	-0.318373	183.404658	0.011753	2.7
684	-0.055877	183.264441	0.008775	2.6
685	-0.099011	183.124509	0.009702	2.5
686	-0.138763	182.984861	0.004818	2.5
687	-0.296479	182.845497	0.008839	2.6
688	-0.001954	182.706416	0.000802	3.1
689	-0.063679	182.567616	0.008900	2.7
690	-0.091617	182.429098	0.012336	2.6
691	-0.527269	182.290859	0.006961	2.5
692	-0.233981	182.152899	0.009293	2.5
693	-0.124448	182.015217	0.008063	2.6
694	-0.063807	181.877813	0.010552	3.1
695	-0.074894	181.740684	0.007567	2.7
696	-0.591268	181.603832	0.010739	2.6
697	-0.009051	181.467253	0.001341	2.7
698	-0.477767	181.330948	0.008313	2.7
699	-0.084583	181.194916	0.007633	3.4
700	-0.535294	181.059155	0.006962	3.5
701	-0.291853	180.923666	0.009296	2.8
702	-0.277530	180.788446	0.004771	2.8
703	-0.053584	180.653496	0.007264	2.5
704	-0.059346	180.518814	0.003902	2.7
705	-0.324968	180.384399	0.012279	2.7
706	-0.348236	180.250251	0.014339	3.1
707	-0.117202	180.116369	0.014181	2.5
708	-0.067419	179.982752	0.012127	2.6
709	-0.072181	179.849398	0.006949	2.5
710	-0.038995	179.716308	0.004619	2.6
711	-0.110783	179.583480	0.005038	2.6
712	-0.003515	179.450913	0.001883	3.1
713	-0.053261	179.318607	0.002811	2.6
714	-0.309485	179.186561	0.006226	2.5
715	-0.007338	179.054774	0.002422	2.5
716	-0.033948	178.923245	0.005241	2.8
717	-0.290678	178.791973	0.011714	2.8
718	-0.178100	178.660958	0.005390	5.7
719	-0.167189	178.530199	0.013797	10.6
720	-0.252125	178.399694	0.004797	10.6
721	-0.004420	178.269444	0.001357	5.4
722	-0.316019	178.139447	0.003883	3.9
723	-0.269508	178.009702	0.005921	5.7
724	-0.436739	177.880209	0.010684	4.3
725	-0.049241	177.750967	0.003211	2.8
726	-0.261297	177.621975	0.008619	3.3
727	-0.437163	177.493232	0.008697	2.8
728	-0.078089	177.364738	0.011600	2.7
729	-0.527145	177.236492	0.013466	2.7
730	-0.194403	177.108492	0.007148	2.7
731	-0.301924	176.980739	0.011581	2.9
732	-0.044346	176.853231	0.004102	3.3
733	-0.244042	176.725968	0.005621	2.8
734	-0.016060	176.598949	0.003235	2.8
735	-0.062305	176.472173	0.010552	2.9
736	-0.506249	176.345639	0.009359	2.7
737	-0.003779	176.219348	0.001185	2.9
738	-0.027698	176.093296	0.004450	3.2
739	-0.171747	175.967486	0.006497	2.8
740	-0.082071	175.841914	0.003729	3.4
741	-0.022302	175.716581	0.004289	3.4
742	-0.044101	175.591486	0.008107	3.4
743	-0.502373	175.466629	0.010385	4.0
744	-0.246635	175.342008	0.005694	3.7
745	-0.205429	175.217622	0.003632	3.8
746	-0.010981	175.093472	0.003481	3.4
747	-0.018819	174.969556	0.001888	5.1
748	-0.047358	174.845873	0.007345	3.6
749	-0.153230	174.722423	0.005597	3.1
750	-0.071922	174.599206	0.004734	2.9
751	-0.121320	174.476220	0.008094	3.2
752	-0.080349	174.353464	0.006658	4.3
753	-0.531508	174.230939	0.010636	3.6
754	-0.253284	174.108643	0.004514	3.6
755	-0.049892	173.986576	0.003098	3.5
756	-0.255309	173.864737	0.003502	4.5
757	-0.015957	173.743124	0.004583	3.0
758	-0.025197	173.621739	0.006574	2.9
759	-0.053376	173.500579	0.006324	2.8
760	-0.375765	173.379645	0.010996	2.9
761	-0.080581	173.258935	0.008341	3.3
762	-0.233119	173.138449	0.008086	3.6
763	-0.557249	173.018186	0.008775	3.0
764	-0.397479	172.898146	0.004414	3.0
765	-0.029850	172.778327	0.003171	3.1
766	-0.552850	172.658730	0.013289	3.3
767	-0.168141	172.539353	0.007294	3.3
768	-0.539208	172.420196	0.007548	3.0
769	-0.013809	172.301258	0.004314	3.2
770	-0.068505	172.182539	0.009872	2.7
771	-0.205223	172.064037	0.011098	2.8
772	-0.074434	171.945753	0.011851	3.5
773	-0.015108	171.827686	0.003153	2.9
774	-0.163717	171.709834	0.004756	3.0
775	-0.091111	171.592198	0.012479	2.9
776	-0.091085	171.474776	0.004623	3.0
777	-0.134710	171.357568	0.008622	3.6
778	-0.454169	171.240574	0.007401	2.8
779	-0.169085	171.123793	0.008128	2.8
780	-0.010941	171.007223	0.004180	2.9
781	-0.439074	170.890865	0.010552	2.8
782	-0.182586	170.774718	0.005242	2.6
783	-0.269982	170.658782	0.008712	3.3
784	-0.556447	170.543055	0.012275	2.8
785	-0.129516	170.427537	0.009004	2.7
786	-0.017663	170.312227	0.002436	2.7
787	-0.095244	170.197125	0.011665	2.7
788	-0.002036	170.082231	0.000683	2.7
789	-0.011447	169.967543	0.001926	3.1
790	-0.002256	169.853061	0.001151	2.5
791	-0.020700	169.738784	0.005561	2.6
792	-0.010177	169.624713	0.001537	3.0
793	-0.664441	169.510845	0.008257	3.2
794	-0.066948	169.397181	0.009031	3.5
795	-0.017258	169.283720	0.003241	4.2
796	-0.351374	169.170462	0.009329	3.9
797	-0.090534	169.057405	0.009362	3.1
798	-0.012797	168.944549	0.003550	2.9
799	-0.435346	168.831895	0.008225	3.6
800	-0.018604	168.719440	0.002254	2.7
801	-0.002677	168.607185	0.001170	2.9
802	-0.086053	168.495129	0.011312	2.6
803	-0.083360	168.383271	0.010397	2.8
804	-0.008788	168.271611	0.002482	2.6
805	-0.083253	168.160148	0.006996	3.0
806	-0.097669	168.048882	0.013748	2.8
807	-0.246314	167.937812	0.008884	2.8
808	-0.072248	167.826938	0.011487	2.8
809	-0.004451	167.716258	0.001902	2.8
810	-0.020112	167.605773	0.002323	3.3
811	-0.070601	167.495482	0.004049	4.2
812	-0.093299	167.385384	0.006851	2.8
813	-0.255264	167.275479	0.009111	2.6
814	-0.245933	167.165766	0.003221	2.6
815	-0.097263	167.056245	0.005528	2.5
816	-0.014661	166.946915	0.002969	3.0
817	-0.273435	166.837776	0.005745	2.9
818	-0.022274	166.728826	0.006743	2.6
819	-0.429045	166.620067	0.006605	2.6
820	-0.328728	166.511496	0.007025	2.6
821	-0.596598	166.403113	0.012341	2.5
822	-0.567438	166.294919	0.010280	3.4
823	-0.011092	166.186912	0.003476	2.8
824	-0.006730	166.079091	0.002221	2.9
825	-0.267961	165.971458	0.010853	2.6
826	-0.305462	165.864009	0.007987	2.7
827	-0.062156	165.756747	0.008772	2.5
828	-0.064924	165.649669	0.011765	3.1
829	-0.037423	165.542775	0.005034	2.8
830	-0.122701	165.436065	0.012823	2.6
831	-0.114999	165.329538	0.011677	2.6
832	-0.003761	165.223194	0.001505	2.6
833	-0.021313	165.117032	0.002243	2.9
834	-0.016113	165.011052	0.002317	3.5
835	-0.050349	164.905253	0.009341	3.2
836	-0.462159	164.799635	0.014535	2.7
837	-0.010670	164.694197	0.003116	2.7
838	-0.005035	164.588939	0.001581	2.7
839	-0.064567	164.483859	0.006187	2.7
840	-0.076720	164.378959	0.008774	3.1
841	-0.145866	164.274237	0.008431	2.6
842	-0.015121	164.169692	0.004072	2.6
843	-0.096707	164.065325	0.005443	2.6
844	-0.071037	163.961135	0.008818	2.6
845	-0.410799	163.857120	0.008768	2.7
846	-0.353138	163.753282	0.006698	3.4
847	-0.010702	163.649619	0.001837	2.9
848	-0.004033	163.546130	0.000931	2.7
849	-0.574620	163.442816	0.009032	3.3
850	-0.252514	163.339676	0.005299	4.5
851	-0.322150	163.236709	0.007672	3.9
852	-0.552535	163.133915	0.006623	3.8
853	-0.602527	163.031294	0.009952	3.1
854	-0.460032	162.928844	0.014315	2.9
855	-0.275713	162.826566	0.003777	2.9
856	-0.238886	162.724459	0.010931	5.0
857	-0.087916	162.622523	0.011152	3.4
858	-0.457918	162.520757	0.011833	3.4
859	-0.227026	162.419160	0.006969	3.0
860	-0.405042	162.317733	0.006931	3.3
861	-0.026535	162.216474	0.008235	2.7
862	-0.120441	162.115383	0.005362	2.5
863	-0.366803	162.014461	0.005007	2.5
864	-0.007897	161.913705	0.001562	2.7
865	-0.103991	161.813117	0.012965	2.6
866	-0.015710	161.712695	0.004129	3.6
867	-0.451931	161.612439	0.005338	2.9
868	-0.252612	161.512349	0.009735	2.9
869	-0.479383	161.412424	0.008890	2.8
870	-0.524242	161.312663	0.005365	2.5
871	-0.073153	161.213067	0.010270	2.7
872	-0.123199	161.113635	0.004339	2.9
873	-0.012406	161.014366	0.003414	2.6
874	-0.061744	160.915260	0.011287	2.5
875	-0.058527	160.816316	0.008813	2.5
876	-0.058338	160.717535	0.007624	2.7
877	-0.505933	160.618915	0.009644	2.5
878	-0.031408	160.520456	0.006926	2.7
879	-0.161470	160.422158	0.002502	3.1
880	-0.212020	160.324021	0.005236	2.6
881	-0.339988	160.226043	0.008771	2.5
882	-0.076423	160.128225	0.014160	2.5
883	-0.060595	160.030566	0.007766	2.5
884	-0.682491	159.933066	0.012302	2.7
885	-0.139388	159.835723	0.009519	3.2
886	-0.284147	159.738539	0.008044	2.5
887	-0.309109	159.641512	0.006614	2.5
888	-0.241382	159.544642	0.005457	2.5
889	-0.116654	159.447929	0.007539	2.6
890	-0.058783	159.351372	0.006345	2.5
891	-0.451933	159.254971	0.012441	2.9
892	-0.297105	159.158725	0.009326	2.7
893	-0.253666	159.062634	0.005469	2.5
894	-0.420909	158.966697	0.010176	2.5
895	-0.002608	158.870915	0.000981	2.7
896	-0.063590	158.775286	0.007653	2.6
897	-0.110540	158.679811	0.009759	3.0
898	-0.022163	158.584489	0.001378	2.9
899	-0.017013	158.489319	0.002279	2.6
900	-0.067037	158.394302	0.006688	2.8
901	-0.397694	158.299436	0.006189	2.6
902	-0.023796	158.204721	0.002324	2.9
903	-0.089463	158.110158	0.005268	3.1
904	-0.178382	158.015745	0.001875	2.5
905	-0.083463	157.921482	0.011357	2.5
906	-0.538681	157.827369	0.008930	2.5
907	-0.457509	157.733406	0.007897	2.5
908	-0.099858	157.639591	0.009255	2.5
909	-0.015989	157.545925	0.003640	2.9
910	-0.094770	157.452408	0.012730	2.9
911	-0.114012	157.359038	0.004543	2.5
912	-0.421087	157.265816	0.008062	2.7
913	-0.015797	157.172741	0.001979	2.7
914	-0.618638	157.079813	0.007803	3.1
915	-0.386522	156.987031	0.008928	3.3
916	-0.615072	156.894395	0.011250	2.7
917	-0.320277	156.801904	0.007396	2.7
918	-0.075710	156.709559	0.010314	2.7
919	-0.120994	156.617359	0.009973	2.8
920	-0.126095	156.525304	0.008394	2.7
921	-0.063881	156.433392	0.010641	3.1
922	-0.009744	156.341624	0.004375	2.9
923	-0.153148	156.250000	0.003073	2.7
924	-0.014498	156.158519	0.003431	2.8
925	-0.004028	156.067180	0.001684	2.7
926	-0.497915	155.975984	0.005435	2.8
927	-0.010437	155.884930	0.003003	3.1
928	-0.386914	155.794017	0.006697	2.9
929	-0.436078	155.703246	0.012366	2.8
930	-0.116656	155.612615	0.006951	2.7
931	-0.347198	155.522125	0.004360	2.7
932	-0.537154	155.431775	0.013373	2.8
933	-0.379840	155.341565	0.008967	3.1
934	-0.030419	155.251495	0.004530	2.7
935	-0.039718	155.161563	0.004463	2.7
936	-0.043920	155.071771	0.005765	2.8
937	-0.040260	154.982117	0.005663	2.7
938	-0.078724	154.892601	0.007725	2.8
939	-0.030129	154.803222	0.006491	3.4
940	-0.294323	154.713981	0.004027	2.8
941	-0.118269	154.624878	0.005774	2.7
942	-0.078438	154.535910	0.011307	2.7
943	-0.644183	154.447080	0.007093	2.8
944	-0.026032	154.358385	0.004645	3.3
945	-0.014003	154.269826	0.003773	3.0
946	-0.282243	154.181402	0.004625	2.8
947	-0.036292	154.093114	0.004426	2.6
948	-0.062045	154.004960	0.007942	2.9
949	-0.306501	153.916940	0.006490	2.7
950	-0.201357	153.829054	0.010447	3.3
951	-0.601788	153.741303	0.010637	3.1
952	-0.043253	153.653684	0.006584	2.8
953	-0.023340	153.566198	0.004673	3.5
954	-0.387207	153.478846	0.010806	3.4
955	-0.014773	153.391625	0.004296	3.9
956	-0.394606	153.304537	0.012704	3.8
957	-0.122692	153.217580	0.006704	3.5
958	-0.090280	153.130755	0.006126	3.2
959	-0.468604	153.044061	0.006123	3.4
960	-0.055138	152.957498	0.007915	5.0
961	-0.563047	152.871065	0.008559	4.0
962	-0.356252	152.784762	0.006369	3.6
963	-0.635806	152.698589	0.010894	2.8
964	-0.020159	152.612545	0.002573	3.4
965	-0.017033	152.526631	0.003291	2.7
966	-0.187681	152.440845	0.006306	2.8
967	-0.008190	152.355188	0.001647	2.9
968	-0.029179	152.269660	0.004802	2.8
969	-0.306844	152.184259	0.008461	3.1
970	-0.065089	152.098986	0.012367	3.3
971	-0.435775	152.013840	0.006085	3.0
972	-0.100804	151.928821	0.015468	3.1
973	-0.538646	151.843928	0.010421	3.1
974	-0.307410	151.759163	0.003699	2.8
975	-0.111321	151.674523	0.005380	3.5
976	-0.056624	151.590009	0.003715	2.8
977	-0.696546	151.505620	0.008637	2.8
978	-0.252497	151.421357	0.004226	2.8
979	-0.173553	151.337218	0.006624	2.7
980	-0.177453	151.253204	0.002351	3.1
981	-0.013704	151.169314	0.004317	11.1
982	-0.034551	151.085549	0.007793	18.1
983	-0.003945	151.001907	0.001150	6.4
984	-0.010052	150.918388	0.001059	6.6
985	-0.555285	150.834992	0.008401	2.9
986	-0.172951	150.751719	0.002641	3.1
987	-0.021876	150.668569	0.003983	3.3
988	-0.239483	150.585541	0.006550	2.8
989	-0.017397	150.502634	0.002710	2.7
990	-0.028431	150.419849	0.004526	2.7
991	-0.535678	150.337186	0.010402	2.7
992	-0.024222	150.254644	0.003391	2.7
993	-0.084224	150.172222	0.013013	3.4
994	-0.007068	150.089921	0.001431	3.0
995	-0.085447	150.007740	0.010677	2.9
996	-0.033003	149.925679	0.005595	2.9
997	-0.411550	149.843737	0.008188	2.8
998	-0.112042	149.761915	0.004652	2.9
999	-0.031912	149.680212	0.008025	3.1
1000	-0.059714	149.598627	0.006604	2.9
1001	-0.066781	149.517161	0.007560	2.8
1002	-0.090220	149.435814	0.011356	2.8
1003	-0.184969	149.354584	0.012747	2.7
1004	-0.101764	149.273472	0.007555	3.1
1005	-0.373741	149.192477	0.006015	2.9
1006	-0.503478	149.111599	0.010151	2.7
1007	-0.622888	149.030838	0.009374	2.8
1008	-0.352619	148.950194	0.010363	3.1
1009	-0.067216	148.869666	0.008605	3.2
1010	-0.576020	148.789253	0.007657	3.9
1011	-0.079381	148.708957	0.011682	2.9
1012	-0.048851	148.628776	0.006094	3.1
1013	-0.272777	148.548710	0.012879	3.0
1014	-0.403843	148.468759	0.005576	2.8
1015	-0.416956	148.388923	0.011629	3.5
1016	-0.060316	148.309201	0.011435	3.1
1017	-0.278710	148.229594	0.009316	3.1
1018	-0.320157	148.150100	0.006846	3.0
1019	-0.030033	148.070719	0.006008	3.0
1020	-0.205458	147.991452	0.011803	3.2
1021	-0.006087	147.912298	0.002145	3.2
1022	-0.055648	147.833257	0.006927	2.9
1023	-0.043585	147.754329	0.006440	2.6
1024	-0.034985	147.675512	0.007369	2.7
1025	-0.096934	147.596808	0.005684	2.6
1026	-0.005476	147.518216	0.001753	2.9
1027	-0.014206	147.439735	0.003541	2.6
1028	-0.379414	147.361365	0.007439	2.5
1029	-0.233896	147.283106	0.008142	2.5
1030	-0.297194	147.204958	0.008869	2.5
1031	-0.057737	147.126920	0.008527	2.7
1032	-0.065011	147.048993	0.006974	3.0
1033	-0.386269	146.971175	0.009314	2.7
1034	-0.153175	146.893468	0.004487	2.5
1035	-0.058855	146.815869	0.008917	2.5
1036	-0.090076	146.738380	0.011323	2.6
1037	-0.003776	146.661000	0.001275	2.4
1038	-0.118342	146.583729	0.014409	2.6
1039	-0.075549	146.506566	0.011543	3.0
1040	-0.034483	146.429511	0.006353	2.6
1041	-0.106257	146.352565	0.011494	2.4
1042	-0.312170	146.275726	0.005554	2.5
1043	-0.079360	146.198994	0.012337	2.6
1044	-0.261240	146.122370	0.009192	2.5
1045	-0.015793	146.045853	0.005492	3.1
1046	-0.029003	145.969442	0.003743	2.7
1047	-0.044226	145.893139	0.006535	2.7
1048	-0.317092	145.816941	0.004780	2.4
1049	-0.131887	145.740849	0.010356	2.5
1050	-0.319352	145.664863	0.005994	2.5
1051	-0.010081	145.588983	0.003171	3.1
1052	-0.060871	145.513208	0.006056	2.6
1053	-0.048609	145.437538	0.004686	2.5
1054	-0.089247	145.361973	0.014186	2.5
1055	-0.518646	145.286513	0.012439	2.7
1056	-0.080505	145.211157	0.012733	2.5
1057	-0.359013	145.135905	0.010887	3.0
1058	-0.107477	145.060757	0.013419	2.8
1059	-0.198541	144.985712	0.008935	2.5
1060	-0.505177	144.910771	0.008474	2.6
1061	-0.420589	144.835934	0.011612	2.4
1062	-0.530007	144.761199	0.007896	2.5
1063	-0.008835	144.686567	0.001657	2.6
1064	-0.072894	144.612037	0.007911	3.0
1065	-0.069934	144.537610	0.008114	2.6
1066	-0.102529	144.463285	0.010167	2.5
1067	-0.052751	144.389062	0.009886	2.5
1068	-0.010704	144.314940	0.004424	2.5
1069	-0.379053	144.240920	0.007281	2.5
1070	-0.599937	144.167001	0.012093	3.0
1071	-0.023868	144.093182	0.002056	2.5
1072	-0.010320	144.019465	0.003150	2.5
1073	-0.462487	143.945848	0.012826	2.5
1074	-0.217816	143.872331	0.005698	2.5
1075	-0.539969	143.798914	0.006079	2.5
1076	-0.102790	143.725597	0.011817	3.5
1077	-0.036545	143.652380	0.004968	2.7
1078	-0.274941	143.579262	0.007281	2.5
1079	-0.013824	143.506243	0.003340	2.6
1080	-0.017501	143.433323	0.002237	2.6
1081	-0.054825	143.360502	0.006015	2.7
1082	-0.013434	143.287780	0.001910	3.1
1083	-0.003801	143.215155	0.002659	2.5
1084	-0.316652	143.142629	0.006195	2.5
1085	-0.102043	143.070201	0.006191	2.5
1086	-0.274360	142.997870	0.003648	2.8
1087	-0.050284	142.925637	0.007980	2.7
1088	-0.329615	142.853501	0.007579	3.3
1089	-0.329501	142.781462	0.009614	2.7
1090	-0.464493	142.709519	0.006709	2.7
1091	-0.165461	142.637674	0.004074	3.1
1092	-0.030988	142.565924	0.004842	3.1
1093	-0.284270	142.494271	0.007227	3.0
1094	-0.634185	142.422714	0.007329	3.5
1095	-0.052053	142.351252	0.004370	2.9
1096	-0.126214	142.279886	0.011625	2.8
1097	-0.394185	142.208616	0.005884	2.6
1098	-0.040742	142.137440	0.007435	2.7
1099	-0.044469	142.066360	0.003336	3.0
1100	-0.320092	141.995374	0.009454	2.9
1101	-0.003798	141.924483	0.001057	2.5
1102	-0.143004	141.853685	0.005519	2.5
1103	-0.053896	141.782983	0.007410	2.6
1104	-0.018176	141.712373	0.005161	2.6
1105	-0.191070	141.641858	0.006794	2.7
1106	-0.733226	141.571436	0.007269	3.0
1107	-0.013906	141.501108	0.002928	2.6
1108	-0.094045	141.430872	0.014110	2.5
1109	-0.195470	141.360730	0.004732	2.5
1110	-0.238991	141.290680	0.005212	2.5
1111	-0.020210	141.220722	0.004654	2.8
1112	-0.224385	141.150857	0.002749	3.1
1113	-0.446659	141.081084	0.006925	2.7
1114	-0.010820	141.011403	0.003367	2.7
1115	-0.590331	140.941813	0.008424	2.6
1116	-0.182570	140.872315	0.004832	2.7
1117	-0.057653	140.802909	0.006866	3.1
1118	-0.067588	140.733593	0.010516	2.8
1119	-0.175668	140.664369	0.005091	2.7
1120	-0.552556	140.595235	0.009347	2.7
1121	-0.012605	140.526192	0.001773	2.4
1122	-0.452367	140.457239	0.008393	2.4
1123	-0.203272	140.388376	0.007657	2.6
1124	-0.481904	140.319603	0.008368	3.0
1125	-0.143927	140.250920	0.008060	2.7
1126	-0.231639	140.182326	0.005030	2.7
1127	-0.026760	140.113822	0.004270	2.5
1128	-0.158718	140.045407	0.007507	2.8
1129	-0.595050	139.977081	0.011539	2.8
1130	-0.402661	139.908844	0.005740	3.3
1131	-0.012342	139.840696	0.001937	2.7
1132	-0.059421	139.772635	0.006162	2.7
1133	-0.481113	139.704664	0.004695	2.8
1134	-0.575946	139.636780	0.008450	2.8
1135	-0.032309	139.568984	0.002756	3.0
1136	-0.283724	139.501276	0.004547	3.1
1137	-0.120765	139.433655	0.005854	2.7
1138	-0.074768	139.366122	0.010705	2.7
1139	-0.046578	139.298676	0.007144	2.7
1140	-0.247763	139.231317	0.007103	2.7
1141	-0.059743	139.164045	0.008954	3.3
1142	-0.026497	139.096859	0.006812	3.1
1143	-0.004279	139.029760	0.001891	2.7
1144	-0.264085	138.962747	0.012520	2.7
1145	-0.087468	138.895820	0.013410	2.7
1146	-0.008791	138.828978	0.002514	2.6
1147	-0.132929	138.762223	0.005802	3.3
1148	-0.100098	138.695553	0.008379	2.9
1149	-0.016459	138.628969	0.003232	2.6
1150	-0.026397	138.562469	0.002664	2.7
1151	-0.027453	138.496055	0.005072	2.6
1152	-0.076354	138.429725	0.003806	2.6
1153	-0.138613	138.363481	0.008941	3.0
1154	-0.183628	138.297320	0.005720	3.1
1155	-0.339094	138.231244	0.005365	2.7
1156	-0.392413	138.165252	0.005215	2.6
1157	-0.159240	138.099344	0.006113	2.7
1158	-0.480445	138.033520	0.010733	2.8
1159	-0.361124	137.967779	0.008052	3.3
1160	-0.050398	137.902122	0.004801	2.8
1161	-0.647392	137.836548	0.011394	2.8
1162	-0.018288	137.771057	0.004279	2.7
1163	-0.019582	137.705649	0.001654	2.6
1164	-0.007339	137.640324	0.001672	2.5
1165	-0.121859	137.575081	0.006966	3.1
1166	-0.017957	137.509921	0.001870	2.5
1167	-0.319641	137.444842	0.005710	2.5
1168	-0.023170	137.379846	0.003579	2.6
1169	-0.359812	137.314932	0.008254	2.4
1170	-0.099692	137.250100	0.010371	2.6
1171	-0.083159	137.185349	0.009581	2.9
1172	-0.093571	137.120680	0.016265	2.8
1173	-0.434273	137.056092	0.008627	2.7
1174	-0.006311	136.991585	0.001077	2.8
1175	-0.148414	136.927158	0.005321	2.6
1176	-0.164837	136.862813	0.008530	2.7
1177	-0.010099	136.798548	0.002870	2.7
1178	-0.580708	136.734363	0.006746	2.9
1179	-0.631555	136.670259	0.008961	2.5
1180	-0.435963	136.606235	0.009819	2.7
1181	-0.294849	136.542291	0.005161	3.0
1182	-0.581226	136.478426	0.007768	2.8
1183	-0.586559	136.414641	0.007072	3.4
1184	-0.020110	136.350936	0.001803	2.9
1185	-0.371043	136.287310	0.007729	2.9
1186	-0.059008	136.223763	0.004848	2.4
1187	-0.106655	136.160295	0.006411	2.5
1188	-0.022387	136.096905	0.002889	2.6
1189	-0.294298	136.033594	0.004963	3.1
1190	-0.023452	135.970362	0.005735	2.6
1191	-0.073851	135.907208	0.006737	2.5
1192	-0.239518	135.844133	0.009028	2.5
1193	-0.136803	135.781135	0.008617	2.5
1194	-0.005240	135.718215	0.001370	2.5
1195	-0.039243	135.655373	0.001935	2.7
1196	-0.075967	135.592608	0.011759	2.8
1197	-0.090320	135.529921	0.009690	2.5
1198	-0.375627	135.467311	0.006684	2.7
1199	-0.245763	135.404778	0.005371	2.6
1200	-0.077898	135.342322	0.009331	2.5
1201	-0.528595	135.279942	0.007771	2.7
1202	-0.008865	135.217640	0.002624	2.9
1203	-0.015235	135.155413	0.003851	2.5
1204	-0.188194	135.093263	0.007148	2.5
1205	-0.049298	135.031190	0.005888	2.5
1206	-0.484820	134.969192	0.008839	2.5
1207	-0.333086	134.907270	0.010881	2.6
1208	-0.008861	134.845424	0.001183	3.1
1209	-0.204912	134.783653	0.005474	2.5
1210	-0.584144	134.721958	0.009279	2.5
1211	-0.006667	134.660338	0.001689	2.5
1212	-0.215506	134.598793	0.003903	2.5
1213	-0.384245	134.537323	0.006688	2.5
1214	-0.291794	134.475927	0.008777	2.8
1215	-0.105633	134.414607	0.004362	2.8
1216	-0.465914	134.353361	0.011805	2.6
1217	-0.301235	134.292189	0.003972	2.4
1218	-0.088950	134.231092	0.010481	2.5
1219	-0.508971	134.170068	0.009911	2.4
1220	-0.117970	134.109119	0.005190	2.6
1221	-0.059799	134.048243	0.010450	3.0
1222	-0.052542	133.987441	0.008416	2.4
1223	-0.074015	133.926713	0.009560	2.5
1224	-0.011513	133.866057	0.001602	2.6
1225	-0.089911	133.805475	0.014472	2.5
1226	-0.522240	133.744966	0.009721	2.4
1227	-0.199035	133.684530	0.010573	3.2
1228	-0.455358	133.624167	0.007599	5.2
1229	-0.103115	133.563877	0.004769	5.7
1230	-0.008602	133.503658	0.001571	6.9
1231	-0.029062	133.443513	0.005218	6.8
1232	-0.703110	133.383439	0.013894	4.7
1233	-0.023320	133.323437	0.006312	5.2
1234	-0.338696	133.263508	0.007646	3.2
1235	-0.215664	133.203650	0.007077	5.3
1236	-0.173000	133.143864	0.005073	5.7
1237	-0.239400	133.084149	0.007448	3.1
1238	-0.466788	133.024506	0.008996	2.7
1239	-0.135419	132.964934	0.009070	2.8
1240	-0.078403	132.905433	0.010648	2.7
1241	-0.595351	132.846003	0.010627	2.8
1242	-0.169928	132.786643	0.007218	3.3
1243	-0.220873	132.727355	0.003251	2.8
1244	-0.062597	132.668137	0.007462	2.8
1245	-0.349701	132.608989	0.008301	2.7
1246	-0.017487	132.549912	0.006090	2.7
1247	-0.279562	132.490904	0.012405	2.8
1248	-0.455619	132.431967	0.008542	3.6
1249	-0.467753	132.373100	0.007608	2.8
1250	-0.006596	132.314302	0.001034	2.8
1251	-0.724725	132.255574	0.007714	2.8
1252	-0.102991	132.196916	0.010245	2.7
1253	-0.070781	132.138326	0.006925	3.3
1254	-0.202911	132.079806	0.004828	2.9
1255	-0.079944	132.021355	0.008186	2.8
