1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
626	-0.225620	191.901935	0.004686	6.6
627	-0.689795	191.743730	0.010195	4.3
628	-0.011227	191.585873	0.002767	4.6
629	-0.214606	191.428362	0.007204	6.5
630	-0.293660	191.271196	0.006545	4.3
631	-0.003551	191.114374	0.001540	3.8
632	-0.008715	190.957893	0.002166	4.3
633	-0.233047	190.801755	0.005318	4.9
634	-0.013559	190.645956	0.001761	5.1
635	-0.111840	190.490495	0.011445	6.3
636	-0.049617	190.335373	0.007260	5.7
637	-0.009901	190.180587	0.004046	3.8
638	-0.207879	190.026136	0.012454	4.6
639	-0.375625	189.872019	0.011503	4.1
640	-0.601878	189.718235	0.012692	4.9
641	-0.006122	189.564782	0.002599	3.8
642	-0.453094	189.411661	0.007953	4.7
643	-0.010909	189.258868	0.003506	5.8
644	-0.296377	189.106404	0.008897	4.9
645	-0.171735	188.954267	0.007045	4.1
646	-0.478982	188.802456	0.006432	4.1
647	-0.304830	188.650969	0.006277	5.3
648	-0.268964	188.499807	0.004811	4.6
649	-0.671818	188.348967	0.009686	4.1
650	-0.059064	188.198448	0.002645	4.2
651	-0.067911	188.048250	0.005527	4.3
652	-0.163355	187.898371	0.010921	4.0
653	-0.272661	187.748810	0.009663	4.5
654	-0.039763	187.599566	0.007996	4.8
655	-0.061506	187.450638	0.004634	4.3
656	-0.002965	187.302025	0.001639	3.9
657	-0.020799	187.153725	0.004001	4.3
658	-0.554282	187.005739	0.012666	5.9
659	-0.002122	186.858064	0.000770	3.8
660	-0.043249	186.710699	0.006754	4.3
661	-0.081656	186.563645	0.010756	4.1
662	-0.046639	186.416898	0.005738	5.0
663	-0.008521	186.270459	0.001132	3.8
664	-0.074888	186.124326	0.010236	4.5
665	-0.393648	185.978499	0.006195	4.4
666	-0.003318	185.832976	0.000985	4.7
667	-0.061256	185.687756	0.008167	3.9
668	-0.229834	185.542838	0.010533	4.1
669	-0.339991	185.398222	0.011327	4.9
670	-0.311278	185.253906	0.007164	4.0
671	-0.071133	185.109889	0.011912	3.8
672	-0.069706	184.966170	0.010028	4.0
673	-0.398847	184.822748	0.005290	4.7
674	-0.035172	184.679623	0.006439	4.0
675	-0.327902	184.536792	0.008466	4.0
676	-0.320849	184.394256	0.015606	4.4
677	-0.048560	184.252013	0.007001	4.7
678	-0.238334	184.110062	0.008530	4.1
679	-0.395051	183.968403	0.009614	4.0
680	-0.020736	183.827034	0.004618	4.0
681	-0.331212	183.685954	0.008048	4.4
682	-0.220888	183.545163	0.005241	3.9
683	-0.318373	183.404658	0.011753	4.2
684	-0.055877	183.264441	0.008775	4.2
685	-0.099011	183.124509	0.009702	4.8
686	-0.138763	182.984861	0.004818	3.8
687	-0.296479	182.845497	0.008839	4.5
688	-0.001954	182.706416	0.000802	5.6
689	-0.063679	182.567616	0.008900	4.4
690	-0.091617	182.429098	0.012336	3.8
691	-0.527269	182.290859	0.006961	4.3
692	-0.233981	182.152899	0.009293	4.4
693	-0.124448	182.015217	0.008063	4.2
694	-0.063807	181.877813	0.010552	3.7
695	-0.074894	181.740684	0.007567	4.2
696	-0.591268	181.603832	0.010739	3.7
697	-0.009051	181.467253	0.001341	4.4
698	-0.477767	181.330948	0.008313	4.2
699	-0.084583	181.194916	0.007633	4.3
700	-0.535294	181.059155	0.006962	4.5
701	-0.291853	180.923666	0.009296	4.1
702	-0.277530	180.788446	0.004771	3.8
703	-0.053584	180.653496	0.007264	4.4
704	-0.059346	180.518814	0.003902	3.7
705	-0.324968	180.384399	0.012279	4.6
706	-0.348236	180.250251	0.014339	3.9
707	-0.117202	180.116369	0.014181	4.2
708	-0.067419	179.982752	0.012127	4.3
709	-0.072181	179.849398	0.006949	4.2
710	-0.038995	179.716308	0.004619	3.9
711	-0.110783	179.583480	0.005038	4.5
712	-0.003515	179.450913	0.001883	3.9
713	-0.053261	179.318607	0.002811	4.6
714	-0.309485	179.186561	0.006226	3.8
715	-0.007338	179.054774	0.002422	4.1
716	-0.033948	178.923245	0.005241	4.4
717	-0.290678	178.791973	0.011714	4.0
718	-0.178100	178.660958	0.005390	4.0
719	-0.167189	178.530199	0.013797	4.3
720	-0.252125	178.399694	0.004797	5.5
721	-0.004420	178.269444	0.001357	3.9
722	-0.316019	178.139447	0.003883	4.1
723	-0.269508	178.009702	0.005921	4.5
724	-0.436739	177.880209	0.010684	4.9
725	-0.049241	177.750967	0.003211	4.0
726	-0.261297	177.621975	0.008619	4.7
727	-0.437163	177.493232	0.008697	5.4
728	-0.078089	177.364738	0.011600	4.7
729	-0.527145	177.236492	0.013466	4.0
730	-0.194403	177.108492	0.007148	4.2
731	-0.301924	176.980739	0.011581	4.9
732	-0.044346	176.853231	0.004102	4.1
733	-0.244042	176.725968	0.005621	4.0
734	-0.016060	176.598949	0.003235	4.5
735	-0.062305	176.472173	0.010552	4.8
736	-0.506249	176.345639	0.009359	3.7
737	-0.003779	176.219348	0.001185	4.2
738	-0.027698	176.093296	0.004450	3.8
739	-0.171747	175.967486	0.006497	4.8
740	-0.082071	175.841914	0.003729	3.9
741	-0.022302	175.716581	0.004289	4.0
742	-0.044101	175.591486	0.008107	3.8
743	-0.502373	175.466629	0.010385	5.1
744	-0.246635	175.342008	0.005694	3.7
745	-0.205429	175.217622	0.003632	4.3
746	-0.010981	175.093472	0.003481	4.1
747	-0.018819	174.969556	0.001888	4.4
748	-0.047358	174.845873	0.007345	4.0
749	-0.153230	174.722423	0.005597	4.6
750	-0.071922	174.599206	0.004734	5.6
751	-0.121320	174.476220	0.008094	4.4
752	-0.080349	174.353464	0.006658	4.2
753	-0.531508	174.230939	0.010636	4.2
754	-0.253284	174.108643	0.004514	4.8
755	-0.049892	173.986576	0.003098	3.8
756	-0.255309	173.864737	0.003502	4.0
757	-0.015957	173.743124	0.004583	4.3
758	-0.025197	173.621739	0.006574	4.7
759	-0.053376	173.500579	0.006324	3.7
760	-0.375765	173.379645	0.010996	4.1
761	-0.080581	173.258935	0.008341	4.1
762	-0.233119	173.138449	0.008086	4.6
763	-0.557249	173.018186	0.008775	4.1
764	-0.397479	172.898146	0.004414	4.2
765	-0.029850	172.778327	0.003171	3.7
766	-0.552850	172.658730	0.013289	4.9
767	-0.168141	172.539353	0.007294	4.0
768	-0.539208	172.420196	0.007548	4.0
769	-0.013809	172.301258	0.004314	4.4
770	-0.068505	172.182539	0.009872	4.6
771	-0.205223	172.064037	0.011098	4.0
772	-0.074434	171.945753	0.011851	4.3
773	-0.015108	171.827686	0.003153	3.9
774	-0.163717	171.709834	0.004756	4.2
775	-0.091111	171.592198	0.012479	3.8
776	-0.091085	171.474776	0.004623	4.5
777	-0.134710	171.357568	0.008622	3.9
778	-0.454169	171.240574	0.007401	4.3
779	-0.169085	171.123793	0.008128	3.9
780	-0.010941	171.007223	0.004180	4.8
781	-0.439074	170.890865	0.010552	4.9
782	-0.182586	170.774718	0.005242	4.4
783	-0.269982	170.658782	0.008712	4.0
784	-0.556447	170.543055	0.012275	4.2
785	-0.129516	170.427537	0.009004	4.6
786	-0.017663	170.312227	0.002436	4.1
787	-0.095244	170.197125	0.011665	4.1
788	-0.002036	170.082231	0.000683	4.1
789	-0.011447	169.967543	0.001926	4.7
790	-0.002256	169.853061	0.001151	3.8
791	-0.020700	169.738784	0.005561	3.9
792	-0.010177	169.624713	0.001537	4.4
793	-0.664441	169.510845	0.008257	6.1
794	-0.066948	169.397181	0.009031	4.7
795	-0.017258	169.283720	0.003241	4.2
796	-0.351374	169.170462	0.009329	4.7
797	-0.090534	169.057405	0.009362	4.2
798	-0.012797	168.944549	0.003550	4.5
799	-0.435346	168.831895	0.008225	4.3
800	-0.018604	168.719440	0.002254	4.9
801	-0.002677	168.607185	0.001170	3.8
802	-0.086053	168.495129	0.011312	4.2
803	-0.083360	168.383271	0.010397	6.2
804	-0.008788	168.271611	0.002482	4.0
805	-0.083253	168.160148	0.006996	3.9
806	-0.097669	168.048882	0.013748	4.2
807	-0.246314	167.937812	0.008884	4.7
808	-0.072248	167.826938	0.011487	4.0
809	-0.004451	167.716258	0.001902	3.9
810	-0.020112	167.605773	0.002323	30.7
811	-0.070601	167.495482	0.004049	13.2
812	-0.093299	167.385384	0.006851	7.3
813	-0.255264	167.275479	0.009111	8.6
814	-0.245933	167.165766	0.003221	5.8
815	-0.097263	167.056245	0.005528	4.4
816	-0.014661	166.946915	0.002969	4.9
817	-0.273435	166.837776	0.005745	4.0
818	-0.022274	166.728826	0.006743	4.0
819	-0.429045	166.620067	0.006605	4.4
820	-0.328728	166.511496	0.007025	4.9
821	-0.596598	166.403113	0.012341	4.1
822	-0.567438	166.294919	0.010280	4.2
823	-0.011092	166.186912	0.003476	3.9
824	-0.006730	166.079091	0.002221	4.5
825	-0.267961	165.971458	0.010853	3.9
826	-0.305462	165.864009	0.007987	4.3
827	-0.062156	165.756747	0.008772	4.3
828	-0.064924	165.649669	0.011765	4.7
829	-0.037423	165.542775	0.005034	4.1
830	-0.122701	165.436065	0.012823	4.4
831	-0.114999	165.329538	0.011677	5.7
832	-0.003761	165.223194	0.001505	4.3
833	-0.021313	165.117032	0.002243	4.0
834	-0.016113	165.011052	0.002317	4.1
835	-0.050349	164.905253	0.009341	4.8
836	-0.462159	164.799635	0.014535	4.2
837	-0.010670	164.694197	0.003116	3.9
838	-0.005035	164.588939	0.001581	4.5
839	-0.064567	164.483859	0.006187	4.6
840	-0.076720	164.378959	0.008774	3.9
841	-0.145866	164.274237	0.008431	4.0
842	-0.015121	164.169692	0.004072	4.3
843	-0.096707	164.065325	0.005443	4.7
844	-0.071037	163.961135	0.008818	3.8
845	-0.410799	163.857120	0.008768	4.0
846	-0.353138	163.753282	0.006698	3.8
847	-0.010702	163.649619	0.001837	4.5
848	-0.004033	163.546130	0.000931	4.0
849	-0.574620	163.442816	0.009032	3.9
850	-0.252514	163.339676	0.005299	4.9
851	-0.322150	163.236709	0.007672	4.4
852	-0.552535	163.133915	0.006623	3.8
853	-0.602527	163.031294	0.009952	4.5
854	-0.460032	162.928844	0.014315	3.7
855	-0.275713	162.826566	0.003777	4.4
856	-0.238886	162.724459	0.010931	3.8
857	-0.087916	162.622523	0.011152	4.3
858	-0.457918	162.520757	0.011833	3.8
859	-0.227026	162.419160	0.006969	4.3
860	-0.405042	162.317733	0.006931	3.7
861	-0.026535	162.216474	0.008235	5.1
862	-0.120441	162.115383	0.005362	5.5
863	-0.366803	162.014461	0.005007	5.1
864	-0.007897	161.913705	0.001562	4.5
865	-0.103991	161.813117	0.012965	4.7
866	-0.015710	161.712695	0.004129	4.9
867	-0.451931	161.612439	0.005338	4.2
868	-0.252612	161.512349	0.009735	4.3
869	-0.479383	161.412424	0.008890	3.9
870	-0.524242	161.312663	0.005365	4.3
871	-0.073153	161.213067	0.010270	3.9
872	-0.123199	161.113635	0.004339	4.7
873	-0.012406	161.014366	0.003414	4.6
874	-0.061744	160.915260	0.011287	5.0
875	-0.058527	160.816316	0.008813	4.5
876	-0.058338	160.717535	0.007624	4.6
877	-0.505933	160.618915	0.009644	5.3
878	-0.031408	160.520456	0.006926	4.2
879	-0.161470	160.422158	0.002502	4.8
880	-0.212020	160.324021	0.005236	4.4
881	-0.339988	160.226043	0.008771	4.7
882	-0.076423	160.128225	0.014160	4.3
883	-0.060595	160.030566	0.007766	4.8
884	-0.682491	159.933066	0.012302	4.9
885	-0.139388	159.835723	0.009519	4.2
886	-0.284147	159.738539	0.008044	4.6
887	-0.309109	159.641512	0.006614	4.6
888	-0.241382	159.544642	0.005457	4.8
889	-0.116654	159.447929	0.007539	4.3
890	-0.058783	159.351372	0.006345	4.4
891	-0.451933	159.254971	0.012441	4.9
892	-0.297105	159.158725	0.009326	6.4
893	-0.253666	159.062634	0.005469	6.0
894	-0.420909	158.966697	0.010176	7.0
895	-0.002608	158.870915	0.000981	4.5
896	-0.063590	158.775286	0.007653	4.7
897	-0.110540	158.679811	0.009759	4.2
898	-0.022163	158.584489	0.001378	4.1
899	-0.017013	158.489319	0.002279	4.2
900	-0.067037	158.394302	0.006688	4.6
901	-0.397694	158.299436	0.006189	4.9
902	-0.023796	158.204721	0.002324	4.4
903	-0.089463	158.110158	0.005268	4.9
904	-0.178382	158.015745	0.001875	4.7
905	-0.083463	157.921482	0.011357	4.6
906	-0.538681	157.827369	0.008930	4.4
907	-0.457509	157.733406	0.007897	4.3
908	-0.099858	157.639591	0.009255	4.3
909	-0.015989	157.545925	0.003640	4.2
910	-0.094770	157.452408	0.012730	4.6
911	-0.114012	157.359038	0.004543	4.1
912	-0.421087	157.265816	0.008062	5.1
913	-0.015797	157.172741	0.001979	4.1
914	-0.618638	157.079813	0.007803	4.6
915	-0.386522	156.987031	0.008928	4.7
916	-0.615072	156.894395	0.011250	4.8
917	-0.320277	156.801904	0.007396	4.6
918	-0.075710	156.709559	0.010314	4.6
919	-0.120994	156.617359	0.009973	4.7
920	-0.126095	156.525304	0.008394	4.2
921	-0.063881	156.433392	0.010641	4.9
922	-0.009744	156.341624	0.004375	4.2
923	-0.153148	156.250000	0.003073	4.3
924	-0.014498	156.158519	0.003431	3.7
925	-0.004028	156.067180	0.001684	4.4
926	-0.497915	155.975984	0.005435	4.7
927	-0.010437	155.884930	0.003003	4.7
928	-0.386914	155.794017	0.006697	4.4
929	-0.436078	155.703246	0.012366	4.7
930	-0.116656	155.612615	0.006951	5.5
931	-0.347198	155.522125	0.004360	4.3
932	-0.537154	155.431775	0.013373	4.9
933	-0.379840	155.341565	0.008967	4.4
934	-0.030419	155.251495	0.004530	4.7
935	-0.039718	155.161563	0.004463	4.3
936	-0.043920	155.071771	0.005765	4.6
937	-0.040260	154.982117	0.005663	5.0
938	-0.078724	154.892601	0.007725	4.6
939	-0.030129	154.803222	0.006491	4.7
940	-0.294323	154.713981	0.004027	5.9
941	-0.118269	154.624878	0.005774	4.7
942	-0.078438	154.535910	0.011307	4.1
943	-0.644183	154.447080	0.007093	4.1
944	-0.026032	154.358385	0.004645	4.4
945	-0.014003	154.269826	0.003773	4.4
946	-0.282243	154.181402	0.004625	5.2
947	-0.036292	154.093114	0.004426	6.2
948	-0.062045	154.004960	0.007942	4.6
949	-0.306501	153.916940	0.006490	4.8
950	-0.201357	153.829054	0.010447	4.5
951	-0.601788	153.741303	0.010637	4.8
952	-0.043253	153.653684	0.006584	4.3
953	-0.023340	153.566198	0.004673	4.7
954	-0.387207	153.478846	0.010806	3.7
955	-0.014773	153.391625	0.004296	4.4
956	-0.394606	153.304537	0.012704	3.8
957	-0.122692	153.217580	0.006704	4.7
958	-0.090280	153.130755	0.006126	4.6
959	-0.468604	153.044061	0.006123	5.2
960	-0.055138	152.957498	0.007915	4.5
961	-0.563047	152.871065	0.008559	4.4
962	-0.356252	152.784762	0.006369	4.6
963	-0.635806	152.698589	0.010894	3.8
964	-0.020159	152.612545	0.002573	4.2
965	-0.017033	152.526631	0.003291	4.1
966	-0.187681	152.440845	0.006306	5.1
967	-0.008190	152.355188	0.001647	4.2
968	-0.029179	152.269660	0.004802	4.9
969	-0.306844	152.184259	0.008461	5.1
970	-0.065089	152.098986	0.012367	4.6
971	-0.435775	152.013840	0.006085	4.6
972	-0.100804	151.928821	0.015468	4.5
973	-0.538646	151.843928	0.010421	4.9
974	-0.307410	151.759163	0.003699	4.7
975	-0.111321	151.674523	0.005380	4.4
976	-0.056624	151.590009	0.003715	5.8
977	-0.696546	151.505620	0.008637	4.7
978	-0.252497	151.421357	0.004226	4.9
979	-0.173553	151.337218	0.006624	4.7
980	-0.177453	151.253204	0.002351	5.7
981	-0.013704	151.169314	0.004317	4.8
982	-0.034551	151.085549	0.007793	4.3
983	-0.003945	151.001907	0.001150	4.9
984	-0.010052	150.918388	0.001059	4.1
985	-0.555285	150.834992	0.008401	4.7
986	-0.172951	150.751719	0.002641	4.4
987	-0.021876	150.668569	0.003983	4.7
988	-0.239483	150.585541	0.006550	4.0
989	-0.017397	150.502634	0.002710	4.5
990	-0.028431	150.419849	0.004526	4.3
991	-0.535678	150.337186	0.010402	4.6
992	-0.024222	150.254644	0.003391	4.6
993	-0.084224	150.172222	0.013013	4.7
994	-0.007068	150.089921	0.001431	5.1
995	-0.085447	150.007740	0.010677	4.3
996	-0.033003	149.925679	0.005595	4.6
997	-0.411550	149.843737	0.008188	4.4
998	-0.112042	149.761915	0.004652	4.7
999	-0.031912	149.680212	0.008025	3.9
1000	-0.059714	149.598627	0.006604	4.2
1001	-0.066781	149.517161	0.007560	4.7
1002	-0.090220	149.435814	0.011356	4.5
1003	-0.184969	149.354584	0.012747	4.5
1004	-0.101764	149.273472	0.007555	5.0
1005	-0.373741	149.192477	0.006015	5.2
1006	-0.503478	149.111599	0.010151	4.2
1007	-0.622888	149.030838	0.009374	4.7
1008	-0.352619	148.950194	0.010363	4.4
1009	-0.067216	148.869666	0.008605	4.2
1010	-0.576020	148.789253	0.007657	3.8
1011	-0.079381	148.708957	0.011682	4.5
1012	-0.048851	148.628776	0.006094	4.5
1013	-0.272777	148.548710	0.012879	4.5
1014	-0.403843	148.468759	0.005576	4.4
1015	-0.416956	148.388923	0.011629	4.7
1016	-0.060316	148.309201	0.011435	5.4
1017	-0.278710	148.229594	0.009316	4.5
1018	-0.320157	148.150100	0.006846	4.6
1019	-0.030033	148.070719	0.006008	4.7
1020	-0.205458	147.991452	0.011803	4.6
1021	-0.006087	147.912298	0.002145	3.9
1022	-0.055648	147.833257	0.006927	4.7
1023	-0.043585	147.754329	0.006440	5.2
1024	-0.034985	147.675512	0.007369	6.5
1025	-0.096934	147.596808	0.005684	6.3
1026	-0.005476	147.518216	0.001753	6.0
1027	-0.014206	147.439735	0.003541	5.5
1028	-0.379414	147.361365	0.007439	5.7
1029	-0.233896	147.283106	0.008142	4.6
1030	-0.297194	147.204958	0.008869	4.6
1031	-0.057737	147.126920	0.008527	8.0
1032	-0.065011	147.048993	0.006974	5.9
1033	-0.386269	146.971175	0.009314	6.3
1034	-0.153175	146.893468	0.004487	6.4
1035	-0.058855	146.815869	0.008917	4.8
1036	-0.090076	146.738380	0.011323	5.0
1037	-0.003776	146.661000	0.001275	5.2
1038	-0.118342	146.583729	0.014409	7.8
1039	-0.075549	146.506566	0.011543	12.0
1040	-0.034483	146.429511	0.006353	8.6
1041	-0.106257	146.352565	0.011494	9.6
1042	-0.312170	146.275726	0.005554	23.1
1043	-0.079360	146.198994	0.012337	24.5
1044	-0.261240	146.122370	0.009192	7.9
1045	-0.015793	146.045853	0.005492	9.5
1046	-0.029003	145.969442	0.003743	6.1
1047	-0.044226	145.893139	0.006535	7.0
1048	-0.317092	145.816941	0.004780	5.5
1049	-0.131887	145.740849	0.010356	4.7
1050	-0.319352	145.664863	0.005994	5.5
1051	-0.010081	145.588983	0.003171	4.0
1052	-0.060871	145.513208	0.006056	4.6
1053	-0.048609	145.437538	0.004686	4.6
1054	-0.089247	145.361973	0.014186	5.3
1055	-0.518646	145.286513	0.012439	4.5
1056	-0.080505	145.211157	0.012733	5.0
1057	-0.359013	145.135905	0.010887	5.4
1058	-0.107477	145.060757	0.013419	4.0
1059	-0.198541	144.985712	0.008935	4.2
1060	-0.505177	144.910771	0.008474	4.1
1061	-0.420589	144.835934	0.011612	5.1
1062	-0.530007	144.761199	0.007896	4.2
1063	-0.008835	144.686567	0.001657	4.4
1064	-0.072894	144.612037	0.007911	3.7
1065	-0.069934	144.537610	0.008114	4.5
1066	-0.102529	144.463285	0.010167	4.1
1067	-0.052751	144.389062	0.009886	4.6
1068	-0.010704	144.314940	0.004424	5.1
1069	-0.379053	144.240920	0.007281	4.7
1070	-0.599937	144.167001	0.012093	4.6
1071	-0.023868	144.093182	0.002056	4.6
1072	-0.010320	144.019465	0.003150	5.5
1073	-0.462487	143.945848	0.012826	4.4
1074	-0.217816	143.872331	0.005698	4.0
1075	-0.539969	143.798914	0.006079	4.2
1076	-0.102790	143.725597	0.011817	4.3
1077	-0.036545	143.652380	0.004968	5.6
1078	-0.274941	143.579262	0.007281	7.0
1079	-0.013824	143.506243	0.003340	5.8
1080	-0.017501	143.433323	0.002237	4.5
1081	-0.054825	143.360502	0.006015	4.3
1082	-0.013434	143.287780	0.001910	4.2
1083	-0.003801	143.215155	0.002659	3.7
1084	-0.316652	143.142629	0.006195	4.7
1085	-0.102043	143.070201	0.006191	5.2
1086	-0.274360	142.997870	0.003648	4.6
1087	-0.050284	142.925637	0.007980	3.9
1088	-0.329615	142.853501	0.007579	4.3
1089	-0.329501	142.781462	0.009614	5.0
1090	-0.464493	142.709519	0.006709	4.7
1091	-0.165461	142.637674	0.004074	5.2
1092	-0.030988	142.565924	0.004842	5.1
1093	-0.284270	142.494271	0.007227	4.7
1094	-0.634185	142.422714	0.007329	4.0
1095	-0.052053	142.351252	0.004370	4.4
1096	-0.126214	142.279886	0.011625	4.5
1097	-0.394185	142.208616	0.005884	4.5
1098	-0.040742	142.137440	0.007435	4.6
1099	-0.044469	142.066360	0.003336	5.9
1100	-0.320092	141.995374	0.009454	5.0
1101	-0.003798	141.924483	0.001057	4.3
1102	-0.143004	141.853685	0.005519	4.8
1103	-0.053896	141.782983	0.007410	4.4
1104	-0.018176	141.712373	0.005161	4.2
1105	-0.191070	141.641858	0.006794	4.6
1106	-0.733226	141.571436	0.007269	4.8
1107	-0.013906	141.501108	0.002928	4.3
1108	-0.094045	141.430872	0.014110	3.7
1109	-0.195470	141.360730	0.004732	4.3
1110	-0.238991	141.290680	0.005212	4.9
1111	-0.020210	141.220722	0.004654	4.8
1112	-0.224385	141.150857	0.002749	4.6
1113	-0.446659	141.081084	0.006925	4.6
1114	-0.010820	141.011403	0.003367	4.9
1115	-0.590331	140.941813	0.008424	4.0
1116	-0.182570	140.872315	0.004832	4.8
1117	-0.057653	140.802909	0.006866	4.4
1118	-0.067588	140.733593	0.010516	4.2
1119	-0.175668	140.664369	0.005091	3.9
1120	-0.552556	140.595235	0.009347	4.7
1121	-0.012605	140.526192	0.001773	5.3
1122	-0.452367	140.457239	0.008393	4.2
1123	-0.203272	140.388376	0.007657	4.0
1124	-0.481904	140.319603	0.008368	4.5
1125	-0.143927	140.250920	0.008060	5.0
1126	-0.231639	140.182326	0.005030	4.1
1127	-0.026760	140.113822	0.004270	4.7
1128	-0.158718	140.045407	0.007507	4.9
1129	-0.595050	139.977081	0.011539	4.7
1130	-0.402661	139.908844	0.005740	4.4
1131	-0.012342	139.840696	0.001937	4.5
1132	-0.059421	139.772635	0.006162	5.7
1133	-0.481113	139.704664	0.004695	4.0
1134	-0.575946	139.636780	0.008450	4.0
1135	-0.032309	139.568984	0.002756	4.5
1136	-0.283724	139.501276	0.004547	7.0
1137	-0.120765	139.433655	0.005854	9.0
1138	-0.074768	139.366122	0.010705	8.3
1139	-0.046578	139.298676	0.007144	5.5
1140	-0.247763	139.231317	0.007103	5.3
1141	-0.059743	139.164045	0.008954	4.2
1142	-0.026497	139.096859	0.006812	4.5
1143	-0.004279	139.029760	0.001891	4.7
1144	-0.264085	138.962747	0.012520	5.2
1145	-0.087468	138.895820	0.013410	4.3
1146	-0.008791	138.828978	0.002514	4.6
1147	-0.132929	138.762223	0.005802	4.8
1148	-0.100098	138.695553	0.008379	4.0
1149	-0.016459	138.628969	0.003232	4.3
1150	-0.026397	138.562469	0.002664	4.8
1151	-0.027453	138.496055	0.005072	5.3
1152	-0.076354	138.429725	0.003806	4.5
1153	-0.138613	138.363481	0.008941	5.1
1154	-0.183628	138.297320	0.005720	6.2
1155	-0.339094	138.231244	0.005365	4.0
1156	-0.392413	138.165252	0.005215	5.0
1157	-0.159240	138.099344	0.006113	5.1
1158	-0.480445	138.033520	0.010733	4.8
1159	-0.361124	137.967779	0.008052	5.1
1160	-0.050398	137.902122	0.004801	4.8
1161	-0.647392	137.836548	0.011394	5.5
1162	-0.018288	137.771057	0.004279	4.0
1163	-0.019582	137.705649	0.001654	4.9
1164	-0.007339	137.640324	0.001672	5.5
1165	-0.121859	137.575081	0.006966	5.3
1166	-0.017957	137.509921	0.001870	6.6
1167	-0.319641	137.444842	0.005710	5.7
1168	-0.023170	137.379846	0.003579	4.2
1169	-0.359812	137.314932	0.008254	4.6
1170	-0.099692	137.250100	0.010371	6.0
1171	-0.083159	137.185349	0.009581	4.6
1172	-0.093571	137.120680	0.016265	4.6
1173	-0.434273	137.056092	0.008627	4.1
1174	-0.006311	136.991585	0.001077	4.8
1175	-0.148414	136.927158	0.005321	3.8
1176	-0.164837	136.862813	0.008530	4.6
1177	-0.010099	136.798548	0.002870	4.5
1178	-0.580708	136.734363	0.006746	4.9
1179	-0.631555	136.670259	0.008961	4.1
1180	-0.435963	136.606235	0.009819	6.1
1181	-0.294849	136.542291	0.005161	6.1
1182	-0.581226	136.478426	0.007768	4.3
1183	-0.586559	136.414641	0.007072	4.3
1184	-0.020110	136.350936	0.001803	4.9
1185	-0.371043	136.287310	0.007729	4.0
1186	-0.059008	136.223763	0.004848	4.6
1187	-0.106655	136.160295	0.006411	4.6
1188	-0.022387	136.096905	0.002889	5.5
1189	-0.294298	136.033594	0.004963	4.1
1190	-0.023452	135.970362	0.005735	4.9
1191	-0.073851	135.907208	0.006737	5.3
1192	-0.239518	135.844133	0.009028	4.9
1193	-0.136803	135.781135	0.008617	4.6
1194	-0.005240	135.718215	0.001370	4.8
1195	-0.039243	135.655373	0.001935	5.0
1196	-0.075967	135.592608	0.011759	4.4
1197	-0.090320	135.529921	0.009690	4.7
1198	-0.375627	135.467311	0.006684	4.9
1199	-0.245763	135.404778	0.005371	4.5
1200	-0.077898	135.342322	0.009331	6.3
1201	-0.528595	135.279942	0.007771	5.6
1202	-0.008865	135.217640	0.002624	5.3
1203	-0.015235	135.155413	0.003851	5.7
1204	-0.188194	135.093263	0.007148	5.9
1205	-0.049298	135.031190	0.005888	5.4
1206	-0.484820	134.969192	0.008839	5.8
1207	-0.333086	134.907270	0.010881	5.4
1208	-0.008861	134.845424	0.001183	4.1
1209	-0.204912	134.783653	0.005474	4.0
1210	-0.584144	134.721958	0.009279	4.8
1211	-0.006667	134.660338	0.001689	4.9
1212	-0.215506	134.598793	0.003903	4.3
1213	-0.384245	134.537323	0.006688	4.6
1214	-0.291794	134.475927	0.008777	5.6
1215	-0.105633	134.414607	0.004362	4.4
1216	-0.465914	134.353361	0.011805	4.6
1217	-0.301235	134.292189	0.003972	4.2
1218	-0.088950	134.231092	0.010481	4.7
1219	-0.508971	134.170068	0.009911	3.8
1220	-0.117970	134.109119	0.005190	4.5
1221	-0.059799	134.048243	0.010450	4.8
1222	-0.052542	133.987441	0.008416	4.8
1223	-0.074015	133.926713	0.009560	4.3
1224	-0.011513	133.866057	0.001602	4.8
1225	-0.089911	133.805475	0.014472	5.3
1226	-0.522240	133.744966	0.009721	4.2
1227	-0.199035	133.684530	0.010573	4.9
1228	-0.455358	133.624167	0.007599	4.3
1229	-0.103115	133.563877	0.004769	4.4
1230	-0.008602	133.503658	0.001571	3.8
1231	-0.029062	133.443513	0.005218	4.6
1232	-0.703110	133.383439	0.013894	6.3
1233	-0.023320	133.323437	0.006312	4.5
1234	-0.338696	133.263508	0.007646	4.9
1235	-0.215664	133.203650	0.007077	6.2
1236	-0.173000	133.143864	0.005073	4.1
1237	-0.239400	133.084149	0.007448	4.1
1238	-0.466788	133.024506	0.008996	4.7
1239	-0.135419	132.964934	0.009070	5.1
1240	-0.078403	132.905433	0.010648	4.1
1241	-0.595351	132.846003	0.010627	4.1
1242	-0.169928	132.786643	0.007218	4.4
1243	-0.220873	132.727355	0.003251	4.8
1244	-0.062597	132.668137	0.007462	4.1
1245	-0.349701	132.608989	0.008301	4.7
1246	-0.017487	132.549912	0.006090	5.5
1247	-0.279562	132.490904	0.012405	4.3
1248	-0.455619	132.431967	0.008542	4.5
